mod_id,mod_name,mod_category,typical_hp_gain_pct,typical_tq_gain_pct,typical_hp_gain_abs,typical_tq_gain_abs,compatible_makes,compatible_models,difficulty_level,typical_cost_usd,notes,source_url
MOD_BC06D3C0,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 377.0 hp / 403.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_1412507A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 311.0 hp / 349.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-OPF
MOD_E0397472,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 255.0 hp / 280.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-MGT
MOD_F10BF990,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 290.0 hp / 331.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-MGT
MOD_71D2CD73,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 242.0 hp / 330.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3b/parts/ECU-20T-EA888-3B-B9
MOD_26B9E185,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 234.0 hp / 270.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3b/parts/ECU-20T-EA888-3B-T
MOD_00334855,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 245.0 hp / 309.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3b/parts/ECU-20T-EA888-3B-T-OPF
MOD_4D0B8001,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 392.0 hp / 428.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_1BC7B17A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 328.0 hp / 391.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_EF998685,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 345.0 hp / 391.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_E5CADD66,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 410.0 hp / 400.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_509F371D,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 289.0 hp / 327.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2-ATLAS
MOD_CB0EBA00,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 455.0 hp / 436.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_F4FC9223,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 543.0 hp / 435.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_770CAEEE,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 112.0 hp / 118.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_141CC56B,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 123.0 hp / 125.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_A83C473C,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 193.0 hp / 145.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_4A44595A,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 455.0 hp / 436.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_DBE3AF5D,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 398.0 hp / 385.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_E972CB56,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 410.0 hp / 389.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_83ABA8F7,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 478.0 hp / 409.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_D041BBF6,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 180.0 hp / 201.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25l_ea855/parts/ECU-25L-EA855
MOD_7F34C8AD,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 459.0 hp / 451.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_D4B3B58A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 493.0 hp / 454.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_960A8D65,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 499.0 hp / 468.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_FFDE90CE,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 549.0 hp / 484.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_B1146A30,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 576.0 hp / 512.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_09D60BEB,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 581.0 hp / 511.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO
MOD_09923179,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 446.0 hp / 454.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-8Y
MOD_783278D0,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 467.0 hp / 460.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-8Y
MOD_EFF2DD0E,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 426.0 hp / 426.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-OPF
MOD_55161A8F,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 440.0 hp / 431.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-OPF
MOD_0A8441A7,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 515.0 hp / 440.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-OPF
MOD_02E9D9CF,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 415.0 hp / 434.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-MQB
MOD_FDF3F7E3,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 436.0 hp / 459.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-MQB
MOD_2A270467,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 443.0 hp / 494.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-MQB
MOD_0A25D509,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 409.0 hp / 438.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-PQ35
MOD_385E0653,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 419.0 hp / 441.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-PQ35
MOD_A88ABE21,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 415.0 hp / 434.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855/parts/ECU-25T-EA855-PQ35-RSQ3
MOD_D4F68D3A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 420.0 hp / 393.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/boxster_and_cayman/parts/ECU-25T-GTS-982
MOD_1F26EF36,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 398.0 hp / 387.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/boxster_and_cayman/parts/ECU-25T-S-982
MOD_A17DB9BC,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 215.0 hp / 209.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/vr6/parts/ECU-28L-EA390-24V
MOD_23194FCE,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 484.0 hp / 521.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/29t_ea839/parts/ECU-29T-EA839-9Y
MOD_E69F8C08,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 488.0 hp / 537.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/29t_ea839/parts/ECU-29T-EA839-B9
MOD_E34E745D,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 561.0 hp / 608.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/29t_ea839/parts/ECU-29T-EA839-B9
MOD_E4EAEFF1,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 479.0 hp / 533.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/29t_ea839/parts/ECU-29T-EA839-C8
MOD_8AE3D938,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 454.0 hp / 439.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-9912
MOD_D606EBAB,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 520.0 hp / 524.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-9912
MOD_41360826,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 565.0 hp / 548.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-9912
MOD_B086C637,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 627.0 hp / 533.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_992/parts/ECU-30T-992
MOD_939128DB,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 446.0 hp / 439.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_992/parts/ECU-30T-992
MOD_646707F2,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 530.0 hp / 506.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_992/parts/ECU-30T-992
MOD_DBF03A09,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 447.0 hp / 379.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-EVO
MOD_1FF584CF,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 467.0 hp / 398.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-EVO
MOD_CB800906,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 435.0 hp / 409.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-EVO
MOD_15E35800,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 473.0 hp / 423.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-EVO
MOD_AA5CE76B,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 356.0 hp / 349.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM83
MOD_1BD50E27,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 375.0 hp / 373.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM83
MOD_192BEA99,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 427.0 hp / 370.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM84
MOD_B1FA1A4B,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 437.0 hp / 386.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM84
MOD_39C32D71,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 445.0 hp / 412.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM84
MOD_8BE560D2,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 478.0 hp / 426.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM84
MOD_989F2425,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 433.0 hp / 364.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM85
MOD_932CB962,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 448.0 hp / 381.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM85
MOD_D79193ED,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 445.0 hp / 415.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM85
MOD_AE1C079D,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 478.0 hp / 429.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea837/parts/ECU-30T-EA837-SIM85
MOD_C72BAAA4,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 393.0 hp / 500.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-4M
MOD_7101DF40,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 399.0 hp / 499.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/macan/parts/ECU-30T-EA839-95B2
MOD_AB8BF92F,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 393.0 hp / 500.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-9Y
MOD_DC0B3DB8,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 620.0 hp / 622.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-B9
MOD_B9091AA7,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 411.0 hp / 551.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-B9
MOD_865B73E3,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 529.0 hp / 554.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-B9
MOD_F0F15878,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 384.0 hp / 499.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-C8
MOD_85CF12DB,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 384.0 hp / 499.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_ea839/parts/ECU-30T-EA839-D5
MOD_B586EBC4,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 520.0 hp / 524.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-GTS-9912
MOD_3DDA1974,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 565.0 hp / 548.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-GTS-9912
MOD_955FAB51,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 530.0 hp / 506.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_992/parts/ECU-30T-GTS-992
MOD_F2E59F44,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 477.0 hp / 465.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-S-9912
MOD_92EAF773,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 520.0 hp / 524.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-S-9912
MOD_CEE8FD9C,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 565.0 hp / 548.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-30T-S-9912
MOD_6065B6BC,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 530.0 hp / 506.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_992/parts/ECU-30T-S-992
MOD_648CEEC7,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 285.0 hp / 272.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/vr6/parts/ECU-36L-EA390-MED17
MOD_E83833BE,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 296.0 hp / 279.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/vr6/parts/ECU-36L-EA390-MED9
MOD_90CAD56B,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 754.0 hp / 701.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-38T-9912
MOD_B0CAD718,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 612.0 hp / 623.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-38T-9912
MOD_52962BB1,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 654.0 hp / 627.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-38T-9912
MOD_8994EC87,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 654.0 hp / 627.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-38T-S-9912
MOD_48A5EDEE,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 519.0 hp / 360.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-40L-9912-GT3
MOD_C11F7795,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 539.0 hp / 362.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/911_9912/parts/ECU-40L-9912-GT3RS
MOD_342C61E5,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 530.0 hp / 586.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-A8
MOD_C906205C,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 635.0 hp / 668.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-B
MOD_BF6CAFB6,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 645.0 hp / 656.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-RS
MOD_C5CCA990,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 679.0 hp / 703.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-RS
MOD_7AC278A9,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 553.0 hp / 588.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_ea824/parts/ECU-40T-EA824-S67
