build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,confidence
BUILD_904C7926,CAR_0E6A451B,Audi,A6,rs 6 (comfort and sound pack) 600ps tiptronic quattro auto 5d,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,793.8,1111.9,2.93,,,synthetic,synthetic,synthetic,0.4
BUILD_F8BB1F91,CAR_0E6A451B,Audi,A6,rs 6 (comfort and sound pack) 600ps tiptronic quattro auto 5d,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,895.7,1252.5,2.73,,,synthetic,synthetic,synthetic,0.4
BUILD_99715594,CAR_39916282,Ford,Fiesta,10 ecoboost active x 5dr,2022.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,111.3,213.6,9.73,,,synthetic,synthetic,synthetic,0.4
BUILD_ECD0D168,CAR_39916282,Ford,Fiesta,10 ecoboost active x 5dr,2022.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,130.4,238.1,8.85,,,synthetic,synthetic,synthetic,0.4
BUILD_853731B0,CAR_39916282,Ford,Fiesta,10 ecoboost active x 5dr,2022.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,147.2,280.0,8.23,,,synthetic,synthetic,synthetic,0.4
BUILD_89388B60,CAR_7F6D6DC7,Volkswagen,Golf,20 tsi r 2d dsg,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,316.7,416.9,5.52,,,synthetic,synthetic,synthetic,0.4
BUILD_F13CD0C4,CAR_7F6D6DC7,Volkswagen,Golf,20 tsi r 2d dsg,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,336.2,471.9,5.33,,,synthetic,synthetic,synthetic,0.4
BUILD_20291192,CAR_7F6D6DC7,Volkswagen,Golf,20 tsi r 2d dsg,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,399.4,560.9,4.8,,,synthetic,synthetic,synthetic,0.4
BUILD_D2BB2BB5,CAR_54CB85BD,Nissan,Skyline R34,26 twin turbo 2d,1999.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,323.8,,4.54,,,synthetic,synthetic,synthetic,0.4
BUILD_3EB1F1FF,CAR_54CB85BD,Nissan,Skyline R34,26 twin turbo 2d,1999.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,358.6,,4.27,,,synthetic,synthetic,synthetic,0.4
BUILD_5B3E4C0B,CAR_54CB85BD,Nissan,Skyline R34,26 twin turbo 2d,1999.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,430.9,,3.83,,,synthetic,synthetic,synthetic,0.4
BUILD_000135B6,CAR_9E3B0CD7,Volkswagen,Golf,20 tsi 265 gti 5dr dsg,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,298.6,443.7,5.26,,,synthetic,synthetic,synthetic,0.4
BUILD_B01A4778,CAR_9E3B0CD7,Volkswagen,Golf,20 tsi 265 gti 5dr dsg,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,341.0,509.0,4.86,,,synthetic,synthetic,synthetic,0.4
BUILD_B904BE17,CAR_9E3B0CD7,Volkswagen,Golf,20 tsi 265 gti 5dr dsg,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,412.0,580.9,4.33,,,synthetic,synthetic,synthetic,0.4
BUILD_A759BD5B,CAR_ED14E8B1,Audi,A3,s3 cabriolet tfsi quattro 2d s tronic,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,348.5,467.1,4.71,,,synthetic,synthetic,synthetic,0.4
BUILD_1BC1F8E0,CAR_ED14E8B1,Audi,A3,s3 cabriolet tfsi quattro 2d s tronic,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,376.0,528.5,4.5,,,synthetic,synthetic,synthetic,0.4
BUILD_520BF316,CAR_ED14E8B1,Audi,A3,s3 cabriolet tfsi quattro 2d s tronic,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,447.5,591.5,4.05,,,synthetic,synthetic,synthetic,0.4
BUILD_D5F49D1D,CAR_519A8AD2,Audi,A8,s8 plus tfsi quattro 4d tip auto,2012.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,730.0,949.9,3.28,,,synthetic,synthetic,synthetic,0.4
BUILD_99F070A4,CAR_519A8AD2,Audi,A8,s8 plus tfsi quattro 4d tip auto,2012.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,805.1,1020.3,3.09,,,synthetic,synthetic,synthetic,0.4
BUILD_413C87F7,CAR_519A8AD2,Audi,A8,s8 plus tfsi quattro 4d tip auto,2012.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,899.8,1213.8,2.89,,,synthetic,synthetic,synthetic,0.4
BUILD_2C442A81,CAR_B307F6C7,Honda,Civic,10 vtec turbo ex  sport line 5d,2017.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,145.6,236.4,9.81,,,synthetic,synthetic,synthetic,0.4
BUILD_618CDE46,CAR_B307F6C7,Honda,Civic,10 vtec turbo ex  sport line 5d,2017.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,163.6,266.7,9.15,,,synthetic,synthetic,synthetic,0.4
BUILD_4684D9DA,CAR_B307F6C7,Honda,Civic,10 vtec turbo ex  sport line 5d,2017.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,197.3,315.2,8.17,,,synthetic,synthetic,synthetic,0.4
BUILD_E2898CE3,CAR_819D4D56,Skoda,Octavia,12 tsi s 5d,2005.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,123.2,210.2,9.52,,,synthetic,synthetic,synthetic,0.4
BUILD_0715E1B1,CAR_819D4D56,Skoda,Octavia,12 tsi s 5d,2005.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,136.2,242.3,8.96,,,synthetic,synthetic,synthetic,0.4
BUILD_6BDB7BA2,CAR_819D4D56,Skoda,Octavia,12 tsi s 5d,2005.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,156.4,288.2,8.25,,,synthetic,synthetic,synthetic,0.4
BUILD_F346773D,CAR_8ED2E9D0,Skoda,Superb,14 tsi (150bhp) se 5d,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,177.5,316.0,7.41,,,synthetic,synthetic,synthetic,0.4
BUILD_02CE07A9,CAR_8ED2E9D0,Skoda,Superb,14 tsi (150bhp) se 5d,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,199.8,347.4,6.9,,,synthetic,synthetic,synthetic,0.4
BUILD_6F1E85A8,CAR_8ED2E9D0,Skoda,Superb,14 tsi (150bhp) se 5d,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,234.1,389.7,6.28,,,synthetic,synthetic,synthetic,0.4
BUILD_C3C81C21,CAR_689517B9,Seat,Leon,12 tsi (110bhp) s 5d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,124.2,205.5,8.83,,,synthetic,synthetic,synthetic,0.4
BUILD_A5686857,CAR_689517B9,Seat,Leon,12 tsi (110bhp) s 5d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,140.7,239.6,8.19,,,synthetic,synthetic,synthetic,0.4
BUILD_508E5807,CAR_689517B9,Seat,Leon,12 tsi (110bhp) s 5d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,164.9,285.8,7.45,,,synthetic,synthetic,synthetic,0.4
BUILD_3458EB5F,CAR_FD4A73A2,Volkswagen,Jetta,14 tsi (150bhp) gt 4d,2011.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,171.4,299.5,7.57,,,synthetic,synthetic,synthetic,0.4
BUILD_097E966B,CAR_FD4A73A2,Volkswagen,Jetta,14 tsi (150bhp) gt 4d,2011.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,194.7,336.0,7.01,,,synthetic,synthetic,synthetic,0.4
BUILD_10DA9409,CAR_FD4A73A2,Volkswagen,Jetta,14 tsi (150bhp) gt 4d,2011.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,232.3,389.4,6.31,,,synthetic,synthetic,synthetic,0.4
BUILD_256F4242,CAR_DF50CA23,Honda,Civic,20 vtec turbo type r limited edition 5dr,2017.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,387.0,498.9,4.86,,,synthetic,synthetic,synthetic,0.4
BUILD_9F8E04FA,CAR_DF50CA23,Honda,Civic,20 vtec turbo type r limited edition 5dr,2017.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,406.3,532.2,4.72,,,synthetic,synthetic,synthetic,0.4
BUILD_0F30CFC4,CAR_DF50CA23,Honda,Civic,20 vtec turbo type r limited edition 5dr,2017.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,498.2,648.3,4.18,,,synthetic,synthetic,synthetic,0.4
BUILD_DD25E632,CAR_86CF923F,Volkswagen,Golf,10 tsi se bluemotion 5d,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,135.9,249.4,9.04,,,synthetic,synthetic,synthetic,0.4
BUILD_DA6E03FB,CAR_86CF923F,Volkswagen,Golf,10 tsi se bluemotion 5d,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,144.3,273.2,8.72,,,synthetic,synthetic,synthetic,0.4
BUILD_578EF229,CAR_86CF923F,Volkswagen,Golf,10 tsi se bluemotion 5d,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,170.8,327.3,7.88,,,synthetic,synthetic,synthetic,0.4
BUILD_731904A1,CAR_D6864351,Ford,Fiesta,20 st (1105 ) 3d,2005.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,175.3,228.6,7.11,,,synthetic,synthetic,synthetic,0.4
BUILD_FA0EBAFD,CAR_D6864351,Ford,Fiesta,20 st (1105 ) 3d,2005.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,187.6,258.6,6.82,,,synthetic,synthetic,synthetic,0.4
BUILD_867CCF53,CAR_D6864351,Ford,Fiesta,20 st (1105 ) 3d,2005.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,225.3,308.4,6.11,,,synthetic,synthetic,synthetic,0.4
BUILD_35C597BB,CAR_846B2C71,Audi,A3,25 tfsi rs 3 quattro (nav) 5d s tronic,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,430.9,585.3,3.78,,,synthetic,synthetic,synthetic,0.4
BUILD_33C155C4,CAR_846B2C71,Audi,A3,25 tfsi rs 3 quattro (nav) 5d s tronic,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,475.5,624.0,3.56,,,synthetic,synthetic,synthetic,0.4
BUILD_6F1750A2,CAR_846B2C71,Audi,A3,25 tfsi rs 3 quattro (nav) 5d s tronic,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,567.2,756.1,3.2,,,synthetic,synthetic,synthetic,0.4
BUILD_F9E529EB,CAR_5FD559A2,Ford,Focus,25 st 3d,2006.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,262.1,399.1,5.96,,,synthetic,synthetic,synthetic,0.4
BUILD_98287F50,CAR_5FD559A2,Ford,Focus,25 st 3d,2006.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,291.6,442.3,5.59,,,synthetic,synthetic,synthetic,0.4
BUILD_C308C6B1,CAR_5FD559A2,Ford,Focus,25 st 3d,2006.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,340.9,496.8,5.09,,,synthetic,synthetic,synthetic,0.4
BUILD_0226BCB9,CAR_BADE77F4,Subaru,Forester,20 awd s turbo 5d,2002.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,198.5,287.4,7.11,,,synthetic,synthetic,synthetic,0.4
BUILD_DB8150CE,CAR_BADE77F4,Subaru,Forester,20 awd s turbo 5d,2002.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,232.1,333.6,6.48,,,synthetic,synthetic,synthetic,0.4
BUILD_CCDA9057,CAR_BADE77F4,Subaru,Forester,20 awd s turbo 5d,2002.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,269.8,402.0,5.92,,,synthetic,synthetic,synthetic,0.4
BUILD_6034505D,CAR_7C645DBB,Seat,Leon,10 tsi evo fr 5dr,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,124.7,242.2,10.0,,,synthetic,synthetic,synthetic,0.4
BUILD_7E60F37E,CAR_7C645DBB,Seat,Leon,10 tsi evo fr 5dr,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,145.3,270.6,9.12,,,synthetic,synthetic,synthetic,0.4
BUILD_67A14B3D,CAR_7C645DBB,Seat,Leon,10 tsi evo fr 5dr,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,162.8,315.8,8.52,,,synthetic,synthetic,synthetic,0.4
BUILD_4F6D7C64,CAR_A920355E,Ford,Galaxy,16 ecoboost titanium (start stop) 5d,2006.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,179.9,303.1,8.85,,,synthetic,synthetic,synthetic,0.4
BUILD_2A840530,CAR_A920355E,Ford,Galaxy,16 ecoboost titanium (start stop) 5d,2006.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,212.1,334.4,8.01,,,synthetic,synthetic,synthetic,0.4
BUILD_32056746,CAR_A920355E,Ford,Galaxy,16 ecoboost titanium (start stop) 5d,2006.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,249.2,391.3,7.28,,,synthetic,synthetic,synthetic,0.4
BUILD_615583A9,CAR_B365AB1E,Seat,Leon,12 tsi s (6 speed) 5d,2005.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,118.3,220.4,9.75,,,synthetic,synthetic,synthetic,0.4
BUILD_031C2AD3,CAR_B365AB1E,Seat,Leon,12 tsi s (6 speed) 5d,2005.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,136.4,246.9,8.96,,,synthetic,synthetic,synthetic,0.4
BUILD_7698CF5F,CAR_B365AB1E,Seat,Leon,12 tsi s (6 speed) 5d,2005.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,163.7,276.8,8.03,,,synthetic,synthetic,synthetic,0.4
BUILD_D4E9507A,CAR_F7597529,Skoda,Superb,15 tsi e tec se l 5dr dsg,2024.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,167.7,298.2,8.32,,,synthetic,synthetic,synthetic,0.4
BUILD_FB9AC68A,CAR_F7597529,Skoda,Superb,15 tsi e tec se l 5dr dsg,2024.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,193.0,353.0,7.64,,,synthetic,synthetic,synthetic,0.4
BUILD_B01EDD63,CAR_F7597529,Skoda,Superb,15 tsi e tec se l 5dr dsg,2024.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,233.2,387.7,6.82,,,synthetic,synthetic,synthetic,0.4
BUILD_727152D9,CAR_A5FED471,Volkswagen,Golf,10 tsi active 5dr,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,127.6,242.3,8.96,,,synthetic,synthetic,synthetic,0.4
BUILD_11CE23A1,CAR_A5FED471,Volkswagen,Golf,10 tsi active 5dr,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,139.6,268.4,8.49,,,synthetic,synthetic,synthetic,0.4
BUILD_608677E5,CAR_A5FED471,Volkswagen,Golf,10 tsi active 5dr,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,165.6,328.9,7.66,,,synthetic,synthetic,synthetic,0.4
BUILD_499B3873,CAR_BE13F396,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,411.5,610.9,4.2,,,synthetic,synthetic,synthetic,0.4
BUILD_19299AC6,CAR_BE13F396,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,474.5,683.2,3.86,,,synthetic,synthetic,synthetic,0.4
BUILD_133675EC,CAR_BE13F396,Bmw,Alpina,b3 30 bi turbo 2d switch tronic,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,565.4,823.1,3.47,,,synthetic,synthetic,synthetic,0.4
BUILD_55786FB8,CAR_A0F30475,Audi,A3,15 tfsi 116 s line 4dr,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,131.7,268.3,8.62,,,synthetic,synthetic,synthetic,0.4
BUILD_374ACE18,CAR_A0F30475,Audi,A3,15 tfsi 116 s line 4dr,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,148.2,298.9,8.03,,,synthetic,synthetic,synthetic,0.4
BUILD_66990CED,CAR_A0F30475,Audi,A3,15 tfsi 116 s line 4dr,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,171.4,354.4,7.36,,,synthetic,synthetic,synthetic,0.4
BUILD_B48E2FAD,CAR_729889C8,Volkswagen,T Roc,10 tsi 110 active 2dr,2020.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,127.5,235.0,10.77,,,synthetic,synthetic,synthetic,0.4
BUILD_AF280E6F,CAR_729889C8,Volkswagen,T Roc,10 tsi 110 active 2dr,2020.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,140.2,284.2,10.18,,,synthetic,synthetic,synthetic,0.4
BUILD_8FFEBFD3,CAR_729889C8,Volkswagen,T Roc,10 tsi 110 active 2dr,2020.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,164.6,312.9,9.24,,,synthetic,synthetic,synthetic,0.4
BUILD_5641C65D,CAR_E75EBF62,Ford,Mondeo,20 ecoboost vignale 4d auto,2014.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,278.2,431.3,6.89,,,synthetic,synthetic,synthetic,0.4
BUILD_2B1DCE18,CAR_E75EBF62,Ford,Mondeo,20 ecoboost vignale 4d auto,2014.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,305.4,475.1,6.51,,,synthetic,synthetic,synthetic,0.4
BUILD_5D4BDAB9,CAR_E75EBF62,Ford,Mondeo,20 ecoboost vignale 4d auto,2014.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,372.0,535.1,5.78,,,synthetic,synthetic,synthetic,0.4
BUILD_F5186D7D,CAR_820D557A,Audi,A5,35 tfsi edition 1 2dr s tronic 2d,2017.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,176.8,325.8,8.5,,,synthetic,synthetic,synthetic,0.4
BUILD_D2B4E56D,CAR_820D557A,Audi,A5,35 tfsi edition 1 2dr s tronic 2d,2017.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,196.0,376.2,7.99,,,synthetic,synthetic,synthetic,0.4
BUILD_162190FF,CAR_820D557A,Audi,A5,35 tfsi edition 1 2dr s tronic 2d,2017.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,228.4,420.9,7.29,,,synthetic,synthetic,synthetic,0.4
BUILD_73D1A9E0,CAR_88CD0748,Volkswagen,Golf,20 tsi gti (leather) 3d,2009.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,251.2,336.6,5.97,,,synthetic,synthetic,synthetic,0.4
BUILD_B96DF7D0,CAR_88CD0748,Volkswagen,Golf,20 tsi gti (leather) 3d,2009.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,266.8,373.5,5.75,,,synthetic,synthetic,synthetic,0.4
BUILD_DE20E9F2,CAR_88CD0748,Volkswagen,Golf,20 tsi gti (leather) 3d,2009.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,322.7,453.0,5.13,,,synthetic,synthetic,synthetic,0.4
BUILD_0F1F5A01,CAR_2ED867F6,Volkswagen,T Roc,20 tsi 300 4motion r 5dr dsg,2019.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,333.8,488.5,4.36,,,synthetic,synthetic,synthetic,0.4
BUILD_DEB1D320,CAR_2ED867F6,Volkswagen,T Roc,20 tsi 300 4motion r 5dr dsg,2019.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,381.3,557.8,4.03,,,synthetic,synthetic,synthetic,0.4
BUILD_23C19F43,CAR_2ED867F6,Volkswagen,T Roc,20 tsi 300 4motion r 5dr dsg,2019.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,447.6,647.6,3.66,,,synthetic,synthetic,synthetic,0.4
BUILD_446E1A76,CAR_B4624EE5,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,126.2,221.1,9.02,,,synthetic,synthetic,synthetic,0.4
BUILD_01ED08C0,CAR_B4624EE5,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,138.6,238.7,8.52,,,synthetic,synthetic,synthetic,0.4
BUILD_957F2A5C,CAR_B4624EE5,Skoda,Octavia,12 tsi (110bhp) s 5d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,163.2,287.4,7.73,,,synthetic,synthetic,synthetic,0.4
BUILD_0BD73B51,CAR_66E31157,Ford,Galaxy,15 ecoboost titanium 5d,2015.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,191.2,287.0,8.62,,,synthetic,synthetic,synthetic,0.4
BUILD_F2CE8A40,CAR_66E31157,Ford,Galaxy,15 ecoboost titanium 5d,2015.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,209.8,338.8,8.15,,,synthetic,synthetic,synthetic,0.4
BUILD_D024D066,CAR_66E31157,Ford,Galaxy,15 ecoboost titanium 5d,2015.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,244.2,384.7,7.44,,,synthetic,synthetic,synthetic,0.4
BUILD_985DE1D4,CAR_3E47B3A2,Volkswagen,Golf,10 tsi 115 s dsg 5d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,130.4,235.9,8.72,,,synthetic,synthetic,synthetic,0.4
BUILD_FFD4DE84,CAR_3E47B3A2,Volkswagen,Golf,10 tsi 115 s dsg 5d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,153.6,284.0,7.9,,,synthetic,synthetic,synthetic,0.4
BUILD_5634CDBE,CAR_3E47B3A2,Volkswagen,Golf,10 tsi 115 s dsg 5d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,176.7,316.8,7.26,,,synthetic,synthetic,synthetic,0.4
BUILD_6C1155C4,CAR_60F1B535,Subaru,Impreza,25 wrx sti 330s 5d,2008.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,378.6,584.0,4.2,,,synthetic,synthetic,synthetic,0.4
BUILD_DF282303,CAR_60F1B535,Subaru,Impreza,25 wrx sti 330s 5d,2008.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,441.9,666.8,3.83,,,synthetic,synthetic,synthetic,0.4
BUILD_E2C7FC3E,CAR_60F1B535,Subaru,Impreza,25 wrx sti 330s 5d,2008.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,512.8,758.7,3.5,,,synthetic,synthetic,synthetic,0.4
BUILD_8D2A80AD,CAR_FD4D8CD9,Ford,Tourneo Connect,10 ecoboost style 5d,2013.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,111.6,201.6,12.58,,,synthetic,synthetic,synthetic,0.4
BUILD_EBAFDE59,CAR_FD4D8CD9,Ford,Tourneo Connect,10 ecoboost style 5d,2013.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,133.3,236.4,11.31,,,synthetic,synthetic,synthetic,0.4
BUILD_DDFBE5AD,CAR_FD4D8CD9,Ford,Tourneo Connect,10 ecoboost style 5d,2013.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,147.1,265.2,10.66,,,synthetic,synthetic,synthetic,0.4
BUILD_D47E7371,CAR_FB57937D,Bmw,Alpina,b3 30 bi turbo 4d switch tronic,2008.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,423.5,585.3,4.13,,,synthetic,synthetic,synthetic,0.4
BUILD_67BF660A,CAR_FB57937D,Bmw,Alpina,b3 30 bi turbo 4d switch tronic,2008.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,455.3,692.4,3.96,,,synthetic,synthetic,synthetic,0.4
BUILD_70ABFF34,CAR_FB57937D,Bmw,Alpina,b3 30 bi turbo 4d switch tronic,2008.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,555.5,807.6,3.51,,,synthetic,synthetic,synthetic,0.4
BUILD_8D05920E,CAR_205C6FCD,Skoda,Scala,10 tsi 110 monte carlo 5dr,2019.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,124.5,248.2,9.0,,,synthetic,synthetic,synthetic,0.4
BUILD_F1E8092D,CAR_205C6FCD,Skoda,Scala,10 tsi 110 monte carlo 5dr,2019.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,139.7,272.5,8.4,,,synthetic,synthetic,synthetic,0.4
BUILD_25F23B5A,CAR_205C6FCD,Skoda,Scala,10 tsi 110 monte carlo 5dr,2019.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,170.1,323.0,7.46,,,synthetic,synthetic,synthetic,0.4
BUILD_34105C0D,CAR_68E3106E,Ford,S Max,16 ecoboost titanium (start stop) 5d,2006.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,190.7,296.6,8.54,,,synthetic,synthetic,synthetic,0.4
BUILD_6B969E68,CAR_68E3106E,Ford,S Max,16 ecoboost titanium (start stop) 5d,2006.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,208.3,321.4,8.1,,,synthetic,synthetic,synthetic,0.4
BUILD_3FBBC37C,CAR_68E3106E,Ford,S Max,16 ecoboost titanium (start stop) 5d,2006.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,241.3,378.4,7.42,,,synthetic,synthetic,synthetic,0.4
BUILD_08E8CDB7,CAR_1798DF8E,Ford,Tourneo Courier,10 ecoboost active 5dr,2023.0,MOD_3BD6FDD6,Stage 1 ECU Remap — Petrol Turbo,142.0,253.5,11.56,,,synthetic,synthetic,synthetic,0.4
BUILD_17D86F41,CAR_1798DF8E,Ford,Tourneo Courier,10 ecoboost active 5dr,2023.0,MOD_2F757445,Stage 2 ECU Remap — Petrol Turbo,161.0,283.8,10.72,,,synthetic,synthetic,synthetic,0.4
BUILD_975D7230,CAR_1798DF8E,Ford,Tourneo Courier,10 ecoboost active 5dr,2023.0,MOD_2CC340E6,Stage 3 ECU Remap — Petrol Turbo,192.3,325.9,9.64,,,synthetic,synthetic,synthetic,0.4
